timestamp,presion,delta_presion,intervalo_ms,bomba,estadoProceso,tiempoEncendido,etiqueta,lectura_valida
2026-05-17T16:18:31.868Z,2.9259,0.0388,3058,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:34.826Z,2.9173,-0.0086,2958,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:37.828Z,2.8656,-0.0517,3002,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:40.792Z,2.8440,-0.0215,2964,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:43.870Z,2.8397,-0.0043,3078,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:46.833Z,2.9302,0.0905,2963,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:49.833Z,2.9302,0.0000,3000,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:52.788Z,2.9130,-0.0172,2955,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:55.843Z,2.9087,-0.0043,3055,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:58.806Z,2.9302,0.0215,2963,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:19:01.863Z,2.9087,-0.0215,3057,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:19:04.828Z,2.8828,-0.0259,2965,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
